 serial number,character,token,ferquency(pre million),
7974,旂,45,0.02371 ,
7975,巻,45,0.02371 ,
7976,骦,45,0.02371 ,
7977,罈,45,0.02371 ,
7978,觽,45,0.02371 ,
7979,莶,45,0.02371 ,
7980,瀟,45,0.02371 ,
7981,姎,45,0.02371 ,
7982,扆,45,0.02371 ,
7983,贊,45,0.02371 ,
7984,飐,45,0.02371 ,
7985,坌,44,0.02318 ,
7986,暢,44,0.02318 ,
7987,蹯,44,0.02318 ,
7988,钫,44,0.02318 ,
7989,廻,44,0.02318 ,
7990,監,44,0.02318 ,
7991,礓,44,0.02318 ,
7992,滘,44,0.02318 ,
7993,梱,44,0.02318 ,
7994,侶,44,0.02318 ,
7995,暼,44,0.02318 ,
7996,潛,44,0.02318 ,
7997,佢,44,0.02318 ,
7998,挼,44,0.02318 ,
7999,褟,44,0.02318 ,
8000,臺,44,0.02318 ,
8001,踼,44,0.02318 ,
8002,頹,44,0.02318 ,
8003,洩,44,0.02318 ,
8004,忄,44,0.02318 ,
8005,欻,44,0.02318 ,
8006,堉,44,0.02318 ,
8007,玧,44,0.02318 ,
8008,揞,43,0.02265 ,
8009,昻,43,0.02265 ,
8010,铋,43,0.02265 ,
8011,閟,43,0.02265 ,
8012,辭,43,0.02265 ,
8013,岽,43,0.02265 ,
8014,厾,43,0.02265 ,
8015,奪,43,0.02265 ,
8016,縫,43,0.02265 ,
8017,閤,43,0.02265 ,
8018,轘,43,0.02265 ,
8019,臘,43,0.02265 ,
8020,両,43,0.02265 ,
8021,蹽,43,0.02265 ,
8022,罠,43,0.02265 ,
8023,肀,43,0.02265 ,
8024,裵,43,0.02265 ,
8025,鸲,43,0.02265 ,
8026,嫰,43,0.02265 ,
8027,潤,43,0.02265 ,
8028,璛,43,0.02265 ,
8029,羰,43,0.02265 ,
8030,缷,43,0.02265 ,
8031,趐,43,0.02265 ,
8032,悅,43,0.02265 ,
8033,垞,42,0.02212 ,
8034,恥,42,0.02212 ,
8035,傺,42,0.02212 ,
8036,飺,42,0.02212 ,
8037,淓,42,0.02212 ,
8038,昐,42,0.02212 ,
8039,澉,42,0.02212 ,
8040,槨,42,0.02212 ,
8041,繫,42,0.02212 ,
8042,肼,42,0.02212 ,
8043,匊,42,0.02212 ,
8044,潰,42,0.02212 ,
8045,胬,42,0.02212 ,
8046,衄,42,0.02212 ,
8047,锫,42,0.02212 ,
8048,禥,42,0.02212 ,
8049,倿,42,0.02212 ,
8050,剠,42,0.02212 ,
8051,塙,42,0.02212 ,
8052,陞,42,0.02212 ,
8053,酞,42,0.02212 ,
8054,濤,42,0.02212 ,
8055,梶,42,0.02212 ,
8056,鼯,42,0.02212 ,
8057,啣,42,0.02212 ,
8058,廂,42,0.02212 ,
8059,蚃,42,0.02212 ,
8060,桖,42,0.02212 ,
8061,勳,42,0.02212 ,
8062,簷,42,0.02212 ,
8063,垟,42,0.02212 ,
8064,廙,42,0.02212 ,
8065,藝,42,0.02212 ,
8066,齋,42,0.02212 ,
8067,厔,42,0.02212 ,
8068,縳,42,0.02212 ,
8069,枨,41,0.02160 ,
8070,珵,41,0.02160 ,
8071,闖,41,0.02160 ,
8072,聰,41,0.02160 ,
8073,咶,41,0.02160 ,
8074,楶,41,0.02160 ,
8075,赆,41,0.02160 ,
8076,躹,41,0.02160 ,
8077,櫆,41,0.02160 ,
8078,圝,41,0.02160 ,
8079,螞,41,0.02160 ,
8080,鹛,41,0.02160 ,
8081,鹋,41,0.02160 ,
8082,窮,41,0.02160 ,
8083,葰,41,0.02160 ,
8084,炧,41,0.02160 ,
8085,榍,41,0.02160 ,
8086,鹯,41,0.02160 ,
8087,誌,41,0.02160 ,
8088,鑄,41,0.02160 ,
8089,窀,41,0.02160 ,
8090,棁,41,0.02160 ,
8091,鲃,40,0.02107 ,
8092,窆,40,0.02107 ,
8093,轒,40,0.02107 ,
8094,葢,40,0.02107 ,
8095,騩,40,0.02107 ,
8096,粿,40,0.02107 ,
8097,桊,40,0.02107 ,
8098,捃,40,0.02107 ,
8099,欗,40,0.02107 ,
8100,鎯,40,0.02107 ,
8101,礌,40,0.02107 ,
8102,燜,40,0.02107 ,
8103,砮,40,0.02107 ,
8104,璆,40,0.02107 ,
8105,晩,40,0.02107 ,
8106,蕹,40,0.02107 ,
8107,葙,40,0.02107 ,
8108,讠,40,0.02107 ,
8109,罨,40,0.02107 ,
8110,鷹,40,0.02107 ,
8111,瓚,40,0.02107 ,
8112,鍾,40,0.02107 ,
8113,锿,39,0.02054 ,
8114,轪,39,0.02054 ,
8115,罰,39,0.02054 ,
8116,酤,39,0.02054 ,
8117,蜾,39,0.02054 ,
8118,餜,39,0.02054 ,
8119,恝,39,0.02054 ,
8120,樫,39,0.02054 ,
8121,劒,39,0.02054 ,
8122,蟭,39,0.02054 ,
8123,蟜,39,0.02054 ,
8124,誡,39,0.02054 ,
8125,蒟,39,0.02054 ,
8126,鎧,39,0.02054 ,
8127,銙,39,0.02054 ,
8128,賴,39,0.02054 ,
8129,欄,39,0.02054 ,
8130,跞,39,0.02054 ,
8131,療,39,0.02054 ,
8132,蟟,39,0.02054 ,
8133,倫,39,0.02054 ,
8134,棆,39,0.02054 ,
8135,濆,39,0.02054 ,
8136,恓,39,0.02054 ,
8137,睒,39,0.02054 ,
8138,蒴,39,0.02054 ,
8139,俬,39,0.02054 ,
8140,锬,39,0.02054 ,
8141,篠,39,0.02054 ,
8142,媭,39,0.02054 ,
8143,訊,39,0.02054 ,
8144,渰,39,0.02054 ,
8145,鲻,39,0.02054 ,
8146,牴,38,0.02002 ,
8147,绗,38,0.02002 ,
8148,訸,38,0.02002 ,
8149,熇,38,0.02002 ,
8150,锪,38,0.02002 ,
8151,罽,38,0.02002 ,
8152,謹,38,0.02002 ,
8153,闊,38,0.02002 ,
8154,蠻,38,0.02002 ,
8155,懞,38,0.02002 ,
8156,厐,38,0.02002 ,
8157,钷,38,0.02002 ,
8158,皘,38,0.02002 ,
8159,巯,38,0.02002 ,
8160,璱,38,0.02002 ,
8161,祏,38,0.02002 ,
8162,鷫,38,0.02002 ,
8163,閑,38,0.02002 ,
8164,懸,38,0.02002 ,
8165,眢,38,0.02002 ,
8166,丬,38,0.02002 ,
8167,歩,37,0.01949 ,
8168,憝,37,0.01949 ,
8169,饳,37,0.01949 ,
8170,糼,37,0.01949 ,
8171,貫,37,0.01949 ,
8172,冱,37,0.01949 ,
8173,韁,37,0.01949 ,
8174,覚,37,0.01949 ,
8175,鹍,37,0.01949 ,
8176,勵,37,0.01949 ,
8177,浰,37,0.01949 ,
8178,廟,37,0.01949 ,
8179,糢,37,0.01949 ,
8180,傘,37,0.01949 ,
8181,蛸,37,0.01949 ,
8182,獅,37,0.01949 ,
8183,掭,37,0.01949 ,
8184,鉵,37,0.01949 ,
8185,偓,37,0.01949 ,
8186,懗,37,0.01949 ,
8187,虓,37,0.01949 ,
8188,噀,37,0.01949 ,
8189,缊,37,0.01949 ,
8190,驵,37,0.01949 ,
8191,阯,37,0.01949 ,
8192,滍,37,0.01949 ,
8193,稙,37,0.01949 ,
8194,礙,36,0.01896 ,
8195,庳,36,0.01896 ,
8196,萆,36,0.01896 ,
8197,蔵,36,0.01896 ,
8198,讇,36,0.01896 ,
8199,倅,36,0.01896 ,
8200,瘅,36,0.01896 ,
8201,铞,36,0.01896 ,
8202,芣,36,0.01896 ,
8203,馉,36,0.01896 ,
8204,鳸,36,0.01896 ,
8205,衁,36,0.01896 ,
8206,飢,36,0.01896 ,
8207,撿,36,0.01896 ,
8208,眍,36,0.01896 ,
8209,瀬,36,0.01896 ,
8210,糧,36,0.01896 ,
8211,崚,36,0.01896 ,
8212,鄤,36,0.01896 ,
8213,掹,36,0.01896 ,
8214,齧,36,0.01896 ,
8215,杻,36,0.01896 ,
8216,実,36,0.01896 ,
8217,聳,36,0.01896 ,
8218,羧,36,0.01896 ,
8219,钽,36,0.01896 ,
8220,詳,36,0.01896 ,
8221,瑆,36,0.01896 ,
8222,蔭,36,0.01896 ,
8223,柊,36,0.01896 ,
8224,註,36,0.01896 ,
8225,瘭,35,0.01844 ,
8226,嶒,35,0.01844 ,
8227,刬,35,0.01844 ,
8228,瑒,35,0.01844 ,
8229,帱,35,0.01844 ,
8230,醜,35,0.01844 ,
8231,搋,35,0.01844 ,
8232,腄,35,0.01844 ,
8233,阽,35,0.01844 ,
8234,歺,35,0.01844 ,
8235,渄,35,0.01844 ,
8236,墳,35,0.01844 ,
8237,阝,35,0.01844 ,
8238,嘠,35,0.01844 ,
8239,鹱,35,0.01844 ,
8240,渾,35,0.01844 ,
8241,鲒,35,0.01844 ,
8242,挶,35,0.01844 ,
8243,罝,35,0.01844 ,
8244,姖,35,0.01844 ,
8245,纍,35,0.01844 ,
8246,芼,35,0.01844 ,
8247,綿,35,0.01844 ,
8248,眽,35,0.01844 ,
8249,蕅,35,0.01844 ,
8250,甓,35,0.01844 ,
8251,棨,35,0.01844 ,
8252,縴,35,0.01844 ,
8253,锖,35,0.01844 ,
8254,繻,35,0.01844 ,
8255,汭,35,0.01844 ,
8256,爇,35,0.01844 ,
8257,憟,35,0.01844 ,
8258,貪,35,0.01844 ,
8259,璮,35,0.01844 ,
8260,祹,35,0.01844 ,
8261,趯,35,0.01844 ,
8262,捥,35,0.01844 ,
8263,噏,35,0.01844 ,
8264,蓥,35,0.01844 ,
8265,緻,35,0.01844 ,
8266,浐,34,0.01791 ,
8267,蚇,34,0.01791 ,
8268,賜,34,0.01791 ,
8269,扥,34,0.01791 ,
8270,癲,34,0.01791 ,
8271,垤,34,0.01791 ,
8272,兌,34,0.01791 ,
8273,峯,34,0.01791 ,
8274,洑,34,0.01791 ,
8275,祔,34,0.01791 ,
8276,悺,34,0.01791 ,
8277,櫃,34,0.01791 ,
8278,矦,34,0.01791 ,
8279,寯,34,0.01791 ,
8280,衎,34,0.01791 ,
8281,峇,34,0.01791 ,
8282,尅,34,0.01791 ,
8283,泐,34,0.01791 ,
8284,劙,34,0.01791 ,
8285,嚕,34,0.01791 ,
8286,魯,34,0.01791 ,
8287,荬,34,0.01791 ,
8288,眊,34,0.01791 ,
8289,蝻,34,0.01791 ,
8290,膩,34,0.01791 ,
8291,勸,34,0.01791 ,
8292,鎙,34,0.01791 ,
8293,箨,34,0.01791 ,
8294,汙,34,0.01791 ,
8295,脅,34,0.01791 ,
8296,晅,34,0.01791 ,
8297,蠅,34,0.01791 ,
8298,瘵,34,0.01791 ,
8299,揹,33,0.01738 ,
8300,逬,33,0.01738 ,
8301,痺,33,0.01738 ,
8302,廍,33,0.01738 ,
8303,偲,33,0.01738 ,
8304,冊,33,0.01738 ,
8305,瞝,33,0.01738 ,
8306,垯,33,0.01738 ,
8307,禘,33,0.01738 ,
8308,訶,33,0.01738 ,
8309,鹖,33,0.01738 ,
8310,靬,33,0.01738 ,
8311,谫,33,0.01738 ,
8312,檢,33,0.01738 ,
8313,倞,33,0.01738 ,
8314,胩,33,0.01738 ,
8315,窺,33,0.01738 ,
8316,罍,33,0.01738 ,
8317,钔,33,0.01738 ,
8318,嬝,33,0.01738 ,
8319,朅,33,0.01738 ,
8320,騷,33,0.01738 ,
8321,騊,33,0.01738 ,
8322,蓰,33,0.01738 ,
8323,妶,33,0.01738 ,
8324,挾,33,0.01738 ,
8325,訏,33,0.01738 ,
8326,曵,33,0.01738 ,
8327,絪,33,0.01738 ,
8328,嬰,33,0.01738 ,
8329,運,33,0.01738 ,
8330,臢,33,0.01738 ,
8331,迮,33,0.01738 ,
8332,晣,33,0.01738 ,
8333,鎮,33,0.01738 ,
8334,苧,33,0.01738 ,
8335,雸,32,0.01686 ,
8336,犮,32,0.01686 ,
8337,飽,32,0.01686 ,
8338,誧,32,0.01686 ,
8339,耖,32,0.01686 ,
8340,鶉,32,0.01686 ,
8341,溚,32,0.01686 ,
8342,鵝,32,0.01686 ,
8343,羮,32,0.01686 ,
8344,峠,32,0.01686 ,
8345,潅,32,0.01686 ,
8346,賀,32,0.01686 ,
8347,穫,32,0.01686 ,
8348,唊,32,0.01686 ,
8349,踺,32,0.01686 ,
8350,濺,32,0.01686 ,
8351,凥,32,0.01686 ,
8352,跼,32,0.01686 ,
8353,齡,32,0.01686 ,
8354,瑪,32,0.01686 ,
8355,嚜,32,0.01686 ,
8356,暪,32,0.01686 ,
8357,椠,32,0.01686 ,
8358,碃,32,0.01686 ,
8359,驅,32,0.01686 ,
8360,諡,32,0.01686 ,
8361,纟,32,0.01686 ,
8362,嗢,32,0.01686 ,
8363,鳼,32,0.01686 ,
8364,窩,32,0.01686 ,
8365,嗚,32,0.01686 ,
8366,卨,32,0.01686 ,
8367,衒,32,0.01686 ,
8368,簃,32,0.01686 ,
8369,瑩,32,0.01686 ,
8370,炤,32,0.01686 ,
8371,夂,32,0.01686 ,
8372,廒,31,0.01633 ,
8373,襜,31,0.01633 ,
8374,脣,31,0.01633 ,
8375,竄,31,0.01633 ,
8376,亸,31,0.01633 ,
8377,訪,31,0.01633 ,
8378,刧,31,0.01633 ,
8379,褧,31,0.01633 ,
8380,廇,31,0.01633 ,
8381,嘍,31,0.01633 ,
8382,璷,31,0.01633 ,
8383,葎,31,0.01633 ,
8384,宀,31,0.01633 ,
8385,譜,31,0.01633 ,
8386,殼,31,0.01633 ,
8387,豎,31,0.01633 ,
8388,脽,31,0.01633 ,
8389,絃,31,0.01633 ,
8390,洐,31,0.01633 ,
8391,詢,31,0.01633 ,
8392,嫕,31,0.01633 ,
8393,挓,31,0.01633 ,
8394,朘,31,0.01633 ,
8395,錶,30,0.01580 ,
8396,併,30,0.01580 ,
8397,侘,30,0.01580 ,
8398,赪,30,0.01580 ,
8399,齒,30,0.01580 ,
8400,吜,30,0.01580 ,
8401,儲,30,0.01580 ,
8402,啲,30,0.01580 ,
8403,睪,30,0.01580 ,
8404,餬,30,0.01580 ,
8405,耞,30,0.01580 ,
8406,蓳,30,0.01580 ,
8407,閰,30,0.01580 ,
8408,氪,30,0.01580 ,
8409,霊,30,0.01580 ,
8410,鬘,30,0.01580 ,
8411,娒,30,0.01580 ,
8412,聍,30,0.01580 ,
8413,榀,30,0.01580 ,
8414,攵,30,0.01580 ,
8415,渏,30,0.01580 ,
8416,鰭,30,0.01580 ,
8417,鹙,30,0.01580 ,
8418,赇,30,0.01580 ,
8419,屻,30,0.01580 ,
8420,涁,30,0.01580 ,
8421,繩,30,0.01580 ,
8422,攤,30,0.01580 ,
8423,惔,30,0.01580 ,
8424,藫,30,0.01580 ,
8425,醣,30,0.01580 ,
8426,駼,30,0.01580 ,
8427,亹,30,0.01580 ,
8428,氙,30,0.01580 ,
8429,鴞,30,0.01580 ,
8430,軒,30,0.01580 ,
8431,泶,30,0.01580 ,
8432,珜,30,0.01580 ,
8433,癢,30,0.01580 ,
8434,衤,30,0.01580 ,
8435,褕,30,0.01580 ,
8436,誅,30,0.01580 ,
8437,築,30,0.01580 ,
8438,辯,29,0.01528 ,
8439,彆,29,0.01528 ,
8440,猹,29,0.01528 ,
8441,踆,29,0.01528 ,
8442,撘,29,0.01528 ,
8443,蛁,29,0.01528 ,
8444,褍,29,0.01528 ,
8445,篚,29,0.01528 ,
8446,牿,29,0.01528 ,
8447,龜,29,0.01528 ,
8448,斝,29,0.01528 ,
8449,減,29,0.01528 ,
8450,溍,29,0.01528 ,
8451,磡,29,0.01528 ,
8452,擓,29,0.01528 ,
8453,寛,29,0.01528 ,
8454,骙,29,0.01528 ,
8455,癩,29,0.01528 ,
8456,籙,29,0.01528 ,
8457,嚒,29,0.01528 ,
8458,暱,29,0.01528 ,
8459,噽,29,0.01528 ,
8460,丿,29,0.01528 ,
8461,慶,29,0.01528 ,
8462,渋,29,0.01528 ,
8463,埏,29,0.01528 ,
8464,螦,29,0.01528 ,
8465,燙,29,0.01528 ,
8466,遆,29,0.01528 ,
8467,盷,29,0.01528 ,
8468,袥,29,0.01528 ,
8469,窊,29,0.01528 ,
8470,珦,29,0.01528 ,
8471,鯹,29,0.01528 ,
8472,頁,29,0.01528 ,
8473,裀,29,0.01528 ,
8474,閱,29,0.01528 ,
8475,皽,29,0.01528 ,
8476,貞,29,0.01528 ,
8477,証,29,0.01528 ,
8478,玚,28,0.01475 ,
8479,馳,28,0.01475 ,
8480,焠,28,0.01475 ,
8481,楓,28,0.01475 ,
8482,镓,28,0.01475 ,
8483,憍,28,0.01475 ,
8484,燋,28,0.01475 ,
8485,珓,28,0.01475 ,
8486,糾,28,0.01475 ,
8487,锎,28,0.01475 ,
8488,哴,28,0.01475 ,
8489,鱗,28,0.01475 ,
8490,摟,28,0.01475 ,
8491,茻,28,0.01475 ,
8492,納,28,0.01475 ,
8493,評,28,0.01475 ,
8494,頗,28,0.01475 ,
8495,蹡,28,0.01475 ,
8496,攝,28,0.01475 ,
8497,褆,28,0.01475 ,
8498,爍,28,0.01475 ,
8499,癎,28,0.01475 ,
8500,舣,28,0.01475 ,
8501,鬱,28,0.01475 ,
8502,卆,28,0.01475 ,
8503,皕,27,0.01422 ,
8504,礤,27,0.01422 ,
8505,蹅,27,0.01422 ,
8506,鼌,27,0.01422 ,
8507,崈,27,0.01422 ,
8508,黨,27,0.01422 ,
8509,妸,27,0.01422 ,
8510,峊,27,0.01422 ,
8511,賦,27,0.01422 ,
8512,縛,27,0.01422 ,
8513,蹐,27,0.01422 ,
8514,筊,27,0.01422 ,
8515,荊,27,0.01422 ,
8516,倶,27,0.01422 ,
8517,巈,27,0.01422 ,
8518,悾,27,0.01422 ,
8519,裈,27,0.01422 ,
8520,鑨,27,0.01422 ,
8521,祿,27,0.01422 ,
8522,仫,27,0.01422 ,
8523,溼,27,0.01422 ,
8524,蝕,27,0.01422 ,
8525,栻,27,0.01422 ,
8526,樋,27,0.01422 ,
8527,鼷,27,0.01422 ,
8528,蓆,27,0.01422 ,
8529,覤,27,0.01422 ,
8530,謔,27,0.01422 ,
8531,枒,27,0.01422 ,
8532,偊,27,0.01422 ,
8533,痄,27,0.01422 ,
8534,顓,27,0.01422 ,
8535,揝,27,0.01422 ,
8536,抃,26,0.01370 ,
8537,咇,26,0.01370 ,
8538,螬,26,0.01370 ,
8539,趎,26,0.01370 ,
8540,疍,26,0.01370 ,
8541,巔,26,0.01370 ,
8542,訂,26,0.01370 ,
8543,敚,26,0.01370 ,
8544,朏,26,0.01370 ,
8545,菓,26,0.01370 ,
8546,馃,26,0.01370 ,
8547,鞃,26,0.01370 ,
8548,怳,26,0.01370 ,
8549,姞,26,0.01370 ,
8550,漈,26,0.01370 ,
8551,競,26,0.01370 ,
8552,鏮,26,0.01370 ,
8553,榼,26,0.01370 ,
8554,鳢,26,0.01370 ,
8555,唡,26,0.01370 ,
8556,礟,26,0.01370 ,
8557,毘,26,0.01370 ,
8558,顠,26,0.01370 ,
8559,攴,26,0.01370 ,
8560,矝,26,0.01370 ,
8561,濪,26,0.01370 ,
8562,饒,26,0.01370 ,
8563,掻,26,0.01370 ,
8564,頑,26,0.01370 ,
8565,頠,26,0.01370 ,
8566,搵,26,0.01370 ,
8567,焮,26,0.01370 ,
8568,燻,26,0.01370 ,
8569,纁,26,0.01370 ,
8570,艷,26,0.01370 ,
8571,杙,26,0.01370 ,
8572,鳙,26,0.01370 ,
8573,愑,26,0.01370 ,
8574,颭,26,0.01370 ,
8575,偡,26,0.01370 ,
8576,扙,26,0.01370 ,
8577,週,26,0.01370 ,
8578,砫,26,0.01370 ,
8579,鐲,26,0.01370 ,
8580,繤,26,0.01370 ,
8581,菴,25,0.01317 ,
8582,爊,25,0.01317 ,
8583,艸,25,0.01317 ,
8584,瀍,25,0.01317 ,
8585,償,25,0.01317 ,
8586,鈔,25,0.01317 ,
8587,櫈,25,0.01317 ,
8588,蝀,25,0.01317 ,
8589,镦,25,0.01317 ,
8590,羵,25,0.01317 ,
8591,諷,25,0.01317 ,
8592,匄,25,0.01317 ,
8593,洸,25,0.01317 ,
8594,蓕,25,0.01317 ,
8595,鍋,25,0.01317 ,
8596,撖,25,0.01317 ,
8597,镮,25,0.01317 ,
8598,頰,25,0.01317 ,
8599,耩,25,0.01317 ,
8600,洚,25,0.01317 ,
8601,拠,25,0.01317 ,
8602,畯,25,0.01317 ,
8603,犺,25,0.01317 ,
8604,嵙,25,0.01317 ,
8605,硁,25,0.01317 ,
8606,铑,25,0.01317 ,
8607,瞵,25,0.01317 ,
8608,菻,25,0.01317 ,
8609,鬽,25,0.01317 ,
8610,蒳,25,0.01317 ,
8611,闢,25,0.01317 ,
8612,鸊,25,0.01317 ,
8613,螵,25,0.01317 ,
8614,頻,25,0.01317 ,
8615,葜,25,0.01317 ,
8616,麹,25,0.01317 ,
8617,膄,25,0.01317 ,
8618,帨,25,0.01317 ,
8619,稅,25,0.01317 ,
8620,壇,25,0.01317 ,
8621,撢,25,0.01317 ,
8622,鷉,25,0.01317 ,
8623,磌,25,0.01317 ,
8624,聼,25,0.01317 ,
8625,塗,25,0.01317 ,
8626,尪,25,0.01317 ,
8627,濊,25,0.01317 ,
8628,斅,25,0.01317 ,
8629,噓,25,0.01317 ,
8630,藚,25,0.01317 ,
8631,愝,25,0.01317 ,
8632,儼,25,0.01317 ,
8633,钇,25,0.01317 ,
8634,億,25,0.01317 ,
8635,麀,25,0.01317 ,
8636,懮,25,0.01317 ,
8637,嶽,25,0.01317 ,
8638,綻,25,0.01317 ,
8639,眞,25,0.01317 ,
8640,迍,25,0.01317 ,
8641,蔔,24,0.01264 ,
8642,雛,24,0.01264 ,
8643,娖,24,0.01264 ,
8644,誕,24,0.01264 ,
8645,唗,24,0.01264 ,
8646,荳,24,0.01264 ,
8647,鞥,24,0.01264 ,
8648,汎,24,0.01264 ,
8649,鈇,24,0.01264 ,
8650,鋼,24,0.01264 ,
8651,購,24,0.01264 ,
8652,闔,24,0.01264 ,
8653,鉷,24,0.01264 ,
8654,魟,24,0.01264 ,
8655,匯,24,0.01264 ,
8656,璾,24,0.01264 ,
8657,楗,24,0.01264 ,
8658,圧,24,0.01264 ,
8659,誇,24,0.01264 ,
8660,鏈,24,0.01264 ,
8661,瞜,24,0.01264 ,
8662,呂,24,0.01264 ,
8663,镎,24,0.01264 ,
8664,挷,24,0.01264 ,
8665,捊,24,0.01264 ,
8666,奷,24,0.01264 ,
8667,籤,24,0.01264 ,
8668,囷,24,0.01264 ,
8669,澀,24,0.01264 ,
8670,曬,24,0.01264 ,
8671,钐,24,0.01264 ,
8672,熌,24,0.01264 ,
8673,贳,24,0.01264 ,
8674,竢,24,0.01264 ,
8675,飼,24,0.01264 ,
8676,筭,24,0.01264 ,
8677,媧,24,0.01264 ,
8678,杇,24,0.01264 ,
8679,狹,24,0.01264 ,
8680,鸺,24,0.01264 ,
8681,歘,24,0.01264 ,
8682,廴,24,0.01264 ,
8683,澭,24,0.01264 ,
8684,矞,24,0.01264 ,
8685,璪,24,0.01264 ,
8686,嘖,24,0.01264 ,
8687,偵,24,0.01264 ,
8688,媜,24,0.01264 ,
8689,蹱,24,0.01264 ,
8690,芧,24,0.01264 ,
8691,凖,24,0.01264 ,
8692,盦,23,0.01212 ,
8693,貝,23,0.01212 ,
8694,醭,23,0.01212 ,
8695,腸,23,0.01212 ,
8696,漼,23,0.01212 ,
8697,鱽,23,0.01212 ,
8698,疊,23,0.01212 ,
8699,誐,23,0.01212 ,
8700,阨,23,0.01212 ,
8701,輔,23,0.01212 ,
8702,吿,23,0.01212 ,
8703,閣,23,0.01212 ,
8704,袞,23,0.01212 ,
8705,濄,23,0.01212 ,
8706,囍,23,0.01212 ,
8707,嚿,23,0.01212 ,
8708,禝,23,0.01212 ,
8709,蔣,23,0.01212 ,
8710,驕,23,0.01212 ,
8711,轎,23,0.01212 ,
8712,侷,23,0.01212 ,
8713,芵,23,0.01212 ,
8714,蟸,23,0.01212 ,
8715,砢,23,0.01212 ,
8716,曪,23,0.01212 ,
8717,絡,23,0.01212 ,
8718,邁,23,0.01212 ,
8719,禖,23,0.01212 ,
8720,曚,23,0.01212 ,
8721,挐,23,0.01212 ,
8722,萳,23,0.01212 ,
8723,擬,23,0.01212 ,
8724,囓,23,0.01212 ,
8725,潑,23,0.01212 ,
8726,謙,23,0.01212 ,
8727,竊,23,0.01212 ,
8728,胠,23,0.01212 ,
8729,審,23,0.01212 ,
8730,筍,23,0.01212 ,
8731,橝,23,0.01212 ,
8732,醰,23,0.01212 ,
8733,镋,23,0.01212 ,
8734,朣,23,0.01212 ,
8735,涴,23,0.01212 ,
8736,晼,23,0.01212 ,
8737,偽,23,0.01212 ,
8738,翾,23,0.01212 ,
8739,壄,23,0.01212 ,
8740,瘖,23,0.01212 ,
8741,灜,23,0.01212 ,
8742,郵,23,0.01212 ,
8743,畬,23,0.01212 ,
8744,骣,23,0.01212 ,
8745,辀,23,0.01212 ,
8746,甃,23,0.01212 ,
8747,僎,23,0.01212 ,
8748,絔,22,0.01159 ,
8749,鹎,22,0.01159 ,
8750,揙,22,0.01159 ,
8751,昞,22,0.01159 ,
8752,裯,22,0.01159 ,
8753,搗,22,0.01159 ,
8754,嶋,22,0.01159 ,
8755,顛,22,0.01159 ,
8756,哋,22,0.01159 ,
8757,棟,22,0.01159 ,
8758,耑,22,0.01159 ,
8759,擱,22,0.01159 ,
8760,槻,22,0.01159 ,
8761,軌,22,0.01159 ,
8762,囯,22,0.01159 ,
8763,嚆,22,0.01159 ,
8764,彙,22,0.01159 ,
8765,耠,22,0.01159 ,
8766,劐,22,0.01159 ,
8767,濩,22,0.01159 ,
8768,癨,22,0.01159 ,
8769,敧,22,0.01159 ,
8770,泂,22,0.01159 ,
8771,摎,22,0.01159 ,
8772,犋,22,0.01159 ,
8773,麕,22,0.01159 ,
8774,狜,22,0.01159 ,
8775,窾,22,0.01159 ,
8776,矌,22,0.01159 ,
8777,镴,22,0.01159 ,
8778,鳓,22,0.01159 ,
8779,蔹,22,0.01159 ,
8780,泙,22,0.01159 ,
8781,舖,22,0.01159 ,
8782,宆,22,0.01159 ,
8783,瀼,22,0.01159 ,
8784,込,22,0.01159 ,
8785,篛,22,0.01159 ,
8786,蘇,22,0.01159 ,
8787,鹔,22,0.01159 ,
8788,擡,22,0.01159 ,
8789,菼,22,0.01159 ,
8790,搯,22,0.01159 ,
8791,筳,22,0.01159 ,
8792,眮,22,0.01159 ,
8793,腽,22,0.01159 ,
8794,碨,22,0.01159 ,
8795,儛,22,0.01159 ,
8796,栒,22,0.01159 ,
8797,掞,22,0.01159 ,
8798,鴦,22,0.01159 ,
8799,倻,22,0.01159 ,
8800,蛦,22,0.01159 ,
8801,泆,22,0.01159 ,
8802,鹢,22,0.01159 ,
8803,鄘,22,0.01159 ,
8804,雝,22,0.01159 ,
8805,賊,22,0.01159 ,
8806,戦,22,0.01159 ,
8807,滯,22,0.01159 ,
8808,膣,22,0.01159 ,
8809,镃,22,0.01159 ,
8810,攽,21,0.01106 ,
8811,邉,21,0.01106 ,
8812,憯,21,0.01106 ,
8813,滄,21,0.01106 ,
8814,艙,21,0.01106 ,
8815,勅,21,0.01106 ,
8816,噇,21,0.01106 ,
8817,蔥,21,0.01106 ,
8818,尓,21,0.01106 ,
8819,澴,21,0.01106 ,
8820,喤,21,0.01106 ,
8821,績,21,0.01106 ,
8822,脥,21,0.01106 ,
8823,経,21,0.01106 ,
8824,朧,21,0.01106 ,
8825,靇,21,0.01106 ,
8826,駡,21,0.01106 ,
8827,朒,21,0.01106 ,
8828,鞶,21,0.01106 ,
8829,髈,21,0.01106 ,
8830,浿,21,0.01106 ,
8831,抷,21,0.01106 ,
8832,闋,21,0.01106 ,
8833,眘,21,0.01106 ,
8834,瞍,21,0.01106 ,
8835,穌,21,0.01106 ,
8836,餗,21,0.01106 ,
8837,譚,21,0.01106 ,
8838,饀,21,0.01106 ,
8839,萜,21,0.01106 ,
